Date,Time,Police Station,City,State,Crime Type,Fir Number
2023-05-21,17:39:22,Park Street Police Station,Patna,Bihar,Murder,FIR005380
2023-04-15,11:50:54,Connaught Place Police Station,New Delhi,Delhi,Fraud,FIR005381
2023-06-13,06:46:08,Sector 18 Police Station,Patna,Bihar,Murder,FIR005382
2023-07-30,21:27:12,MG Road Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR005383
2022-02-27,11:11:37,Cantonment Police Station,Chennai,Tamil Nadu,Theft,FIR005384
2021-08-09,01:28:45,MG Road Police Station,Hyderabad,Telangana,Cyber Crime,FIR005385
2023-03-11,03:24:18,Bandra Police Station,Hyderabad,Telangana,Murder,FIR005386
2022-01-29,14:19:52,Park Street Police Station,Bengaluru,Karnataka,Kidnapping,FIR005387
2024-08-06,09:47:08,Cantonment Police Station,Chennai,Tamil Nadu,Kidnapping,FIR005388
2021-04-10,08:50:41,Park Street Police Station,Mumbai,Maharashtra,Fraud,FIR005389
2023-07-01,19:38:43,Park Street Police Station,Mumbai,Maharashtra,Kidnapping,FIR005390
2022-12-25,01:40:57,Bandra Police Station,Chennai,Tamil Nadu,Robbery,FIR005391
2024-09-04,01:55:39,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Fraud,FIR005392
2020-12-18,05:59:19,MG Road Police Station,Patna,Bihar,Kidnapping,FIR005393
2021-10-29,00:13:36,Lajpat Nagar Police Station,Patna,Bihar,Robbery,FIR005394
2021-02-09,05:14:47,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Murder,FIR005395
2021-02-21,15:25:35,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR005396
2021-08-02,05:29:28,Park Street Police Station,Bengaluru,Karnataka,Cyber Crime,FIR005397
2023-01-04,03:21:58,Connaught Place Police Station,Kolkata,West Bengal,Robbery,FIR005398
2023-09-18,07:31:30,Sector 18 Police Station,New Delhi,Delhi,Kidnapping,FIR005399
2021-04-15,02:26:37,MG Road Police Station,Ahmedabad,Gujarat,Kidnapping,FIR005400
2023-07-30,08:46:12,MG Road Police Station,Kolkata,West Bengal,Murder,FIR005401
2021-10-03,20:14:10,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR005402
2022-01-05,08:57:20,Connaught Place Police Station,Mumbai,Maharashtra,Fraud,FIR005403
2024-02-11,22:43:34,Cantonment Police Station,Chennai,Tamil Nadu,Theft,FIR005404
2024-07-14,09:30:50,Sector 18 Police Station,Mumbai,Maharashtra,Assault,FIR005405
2023-02-14,02:18:36,Lajpat Nagar Police Station,Bengaluru,Karnataka,Cyber Crime,FIR005406
2021-01-21,17:23:53,Nungambakkam Police Station,Patna,Bihar,Cyber Crime,FIR005407
2021-05-25,10:43:25,Lajpat Nagar Police Station,New Delhi,Delhi,Assault,FIR005408
2022-09-17,14:33:47,MG Road Police Station,Patna,Bihar,Kidnapping,FIR005409
2023-07-12,16:28:20,Bandra Police Station,Patna,Bihar,Fraud,FIR005410
2024-05-02,09:26:55,Cantonment Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR005411
2021-07-04,01:47:00,Lajpat Nagar Police Station,Hyderabad,Telangana,Robbery,FIR005412
2024-05-24,03:39:51,Connaught Place Police Station,Patna,Bihar,Theft,FIR005413
2024-07-12,06:33:12,Connaught Place Police Station,Bengaluru,Karnataka,Murder,FIR005414
2024-05-27,23:35:32,Cantonment Police Station,New Delhi,Delhi,Cyber Crime,FIR005415
2023-02-28,12:41:34,Cantonment Police Station,Mumbai,Maharashtra,Cyber Crime,FIR005416
2021-01-31,02:08:49,Park Street Police Station,Bengaluru,Karnataka,Robbery,FIR005417
2021-08-04,11:54:46,Sector 18 Police Station,Lucknow,Uttar Pradesh,Murder,FIR005418
2023-06-14,15:44:03,Sector 18 Police Station,Patna,Bihar,Kidnapping,FIR005419
2023-10-26,13:50:43,Sector 18 Police Station,Jaipur,Rajasthan,Assault,FIR005420
2024-05-22,10:36:49,Sector 18 Police Station,Bengaluru,Karnataka,Robbery,FIR005421
2020-10-28,04:33:00,Cantonment Police Station,Lucknow,Uttar Pradesh,Murder,FIR005422
2020-11-16,19:14:26,Nungambakkam Police Station,Chennai,Tamil Nadu,Theft,FIR005423
2023-05-28,13:12:42,Sector 18 Police Station,Hyderabad,Telangana,Kidnapping,FIR005424
2021-07-29,15:47:23,MG Road Police Station,New Delhi,Delhi,Robbery,FIR005425
2023-12-17,00:58:36,Bandra Police Station,Kolkata,West Bengal,Cyber Crime,FIR005426
2021-02-01,04:42:15,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Fraud,FIR005427
2024-07-15,19:28:19,Lajpat Nagar Police Station,Hyderabad,Telangana,Assault,FIR005428
2023-02-22,18:59:40,Sector 18 Police Station,Jaipur,Rajasthan,Cyber Crime,FIR005429
2022-01-11,19:22:21,Lajpat Nagar Police Station,Patna,Bihar,Murder,FIR005430
2023-06-17,19:35:54,Cantonment Police Station,New Delhi,Delhi,Cyber Crime,FIR005431
2022-06-13,17:42:37,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Robbery,FIR005432
2022-02-27,12:51:49,MG Road Police Station,Bengaluru,Karnataka,Assault,FIR005433
2021-04-26,07:26:29,Cantonment Police Station,Hyderabad,Telangana,Assault,FIR005434
2021-10-29,01:39:06,Sector 18 Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR005435
2023-07-11,19:28:16,Lajpat Nagar Police Station,New Delhi,Delhi,Theft,FIR005436
2022-11-28,09:13:58,Connaught Place Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR005437
2024-01-24,17:15:51,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR005438
2022-01-22,14:15:35,Lajpat Nagar Police Station,Jaipur,Rajasthan,Theft,FIR005439
2021-05-15,03:49:21,Nungambakkam Police Station,Hyderabad,Telangana,Murder,FIR005440
2021-09-04,02:24:17,Sector 18 Police Station,Mumbai,Maharashtra,Cyber Crime,FIR005441
2024-09-11,17:52:16,Sector 18 Police Station,New Delhi,Delhi,Murder,FIR005442
2021-06-25,02:04:24,Connaught Place Police Station,Jaipur,Rajasthan,Robbery,FIR005443
2024-02-18,01:26:31,Park Street Police Station,Chennai,Tamil Nadu,Murder,FIR005444
2023-11-04,00:40:23,Nungambakkam Police Station,Mumbai,Maharashtra,Cyber Crime,FIR005445
2023-03-19,13:33:09,Bandra Police Station,Hyderabad,Telangana,Kidnapping,FIR005446
2023-01-07,21:35:50,Sector 18 Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR005447
2024-03-28,18:46:43,MG Road Police Station,Lucknow,Uttar Pradesh,Theft,FIR005448
2023-07-24,13:33:24,Connaught Place Police Station,Chennai,Tamil Nadu,Cyber Crime,FIR005449
2021-12-06,11:01:37,Sector 18 Police Station,New Delhi,Delhi,Murder,FIR005450
2023-06-05,00:23:16,Park Street Police Station,Lucknow,Uttar Pradesh,Assault,FIR005451
2024-05-22,06:15:13,Bandra Police Station,Chennai,Tamil Nadu,Kidnapping,FIR005452
2024-04-05,17:24:43,Sector 18 Police Station,Mumbai,Maharashtra,Robbery,FIR005453
2022-06-27,08:15:41,Sector 18 Police Station,Hyderabad,Telangana,Fraud,FIR005454
2020-11-07,02:52:48,Bandra Police Station,Jaipur,Rajasthan,Robbery,FIR005455
2021-05-19,18:25:25,Lajpat Nagar Police Station,Jaipur,Rajasthan,Robbery,FIR005456
2021-10-03,08:05:45,Lajpat Nagar Police Station,Jaipur,Rajasthan,Cyber Crime,FIR005457
2021-04-25,08:48:04,Park Street Police Station,Patna,Bihar,Kidnapping,FIR005458
2022-06-14,10:51:06,Nungambakkam Police Station,Patna,Bihar,Assault,FIR005459
2021-03-21,07:10:26,Connaught Place Police Station,Bengaluru,Karnataka,Theft,FIR005460
2021-10-02,00:40:58,Lajpat Nagar Police Station,Mumbai,Maharashtra,Cyber Crime,FIR005461
2021-09-10,23:32:51,Bandra Police Station,Kolkata,West Bengal,Robbery,FIR005462
2021-12-29,13:05:37,Sector 18 Police Station,Jaipur,Rajasthan,Murder,FIR005463
2021-08-27,14:14:03,MG Road Police Station,Patna,Bihar,Murder,FIR005464
2024-06-28,16:32:25,Bandra Police Station,Ahmedabad,Gujarat,Fraud,FIR005465
2023-08-16,05:31:20,Cantonment Police Station,Mumbai,Maharashtra,Murder,FIR005466
2021-05-02,06:02:55,Nungambakkam Police Station,Mumbai,Maharashtra,Fraud,FIR005467
2022-06-20,05:26:25,Nungambakkam Police Station,Bengaluru,Karnataka,Cyber Crime,FIR005468
2023-08-31,14:31:18,Sector 18 Police Station,New Delhi,Delhi,Theft,FIR005469
2023-11-13,13:27:59,MG Road Police Station,New Delhi,Delhi,Fraud,FIR005470
2022-11-11,23:26:11,Sector 18 Police Station,Bengaluru,Karnataka,Assault,FIR005471
2024-08-15,12:20:42,Nungambakkam Police Station,Bengaluru,Karnataka,Theft,FIR005472
2021-06-20,05:53:07,Cantonment Police Station,Ahmedabad,Gujarat,Assault,FIR005473
2023-10-16,09:27:52,Sector 18 Police Station,Lucknow,Uttar Pradesh,Robbery,FIR005474
2021-02-15,20:42:12,Nungambakkam Police Station,Jaipur,Rajasthan,Assault,FIR005475
2023-10-07,22:04:39,Park Street Police Station,New Delhi,Delhi,Cyber Crime,FIR005476
2023-05-28,14:07:26,Lajpat Nagar Police Station,Kolkata,West Bengal,Cyber Crime,FIR005477
2021-02-12,05:49:19,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR005478
2023-11-02,23:06:32,Cantonment Police Station,Kolkata,West Bengal,Cyber Crime,FIR005479
2024-06-24,18:12:24,Connaught Place Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR005480
2023-03-30,23:46:43,Lajpat Nagar Police Station,Mumbai,Maharashtra,Robbery,FIR005481
2022-02-19,18:48:03,Nungambakkam Police Station,Chennai,Tamil Nadu,Assault,FIR005482
2023-12-15,06:03:27,Bandra Police Station,Jaipur,Rajasthan,Theft,FIR005483
2021-02-24,13:01:58,Nungambakkam Police Station,New Delhi,Delhi,Kidnapping,FIR005484
2022-06-26,09:42:58,Bandra Police Station,Patna,Bihar,Theft,FIR005485
2023-01-14,23:16:52,Park Street Police Station,Hyderabad,Telangana,Murder,FIR005486
2022-04-03,03:38:44,Sector 18 Police Station,Patna,Bihar,Robbery,FIR005487
2020-10-02,08:11:20,Nungambakkam Police Station,New Delhi,Delhi,Murder,FIR005488
2022-10-06,02:19:26,Lajpat Nagar Police Station,Lucknow,Uttar Pradesh,Robbery,FIR005489
2020-10-20,00:51:43,Cantonment Police Station,Mumbai,Maharashtra,Fraud,FIR005490
2024-06-06,06:18:45,Sector 18 Police Station,Hyderabad,Telangana,Theft,FIR005491
2024-04-06,14:26:50,Sector 18 Police Station,Bengaluru,Karnataka,Kidnapping,FIR005492
2024-04-20,13:42:04,Bandra Police Station,Bengaluru,Karnataka,Theft,FIR005493
2023-07-17,01:00:34,MG Road Police Station,Hyderabad,Telangana,Murder,FIR005494
2022-05-04,08:33:07,Connaught Place Police Station,Hyderabad,Telangana,Fraud,FIR005495
2020-12-13,06:10:25,Lajpat Nagar Police Station,Kolkata,West Bengal,Cyber Crime,FIR005496
2020-09-16,00:19:27,Sector 18 Police Station,Patna,Bihar,Kidnapping,FIR005497
2022-09-17,10:01:18,Nungambakkam Police Station,Jaipur,Rajasthan,Fraud,FIR005498
2024-03-15,10:12:14,Connaught Place Police Station,New Delhi,Delhi,Cyber Crime,FIR005499
2024-01-21,01:26:22,Sector 18 Police Station,Jaipur,Rajasthan,Cyber Crime,FIR005500
2023-08-26,10:13:01,MG Road Police Station,Mumbai,Maharashtra,Theft,FIR005501
2022-11-03,11:51:52,Sector 18 Police Station,New Delhi,Delhi,Cyber Crime,FIR005502
2022-10-01,03:57:08,Connaught Place Police Station,Patna,Bihar,Cyber Crime,FIR005503
2021-10-08,17:11:25,Sector 18 Police Station,Lucknow,Uttar Pradesh,Murder,FIR005504
2021-10-31,07:10:59,Bandra Police Station,Lucknow,Uttar Pradesh,Murder,FIR005505
2022-08-01,19:46:15,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Theft,FIR005506
2023-10-01,07:37:48,Sector 18 Police Station,Kolkata,West Bengal,Theft,FIR005507
2022-01-13,23:44:48,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Assault,FIR005508
2021-06-03,19:52:16,Cantonment Police Station,Kolkata,West Bengal,Murder,FIR005509
2023-06-02,18:15:05,Sector 18 Police Station,Chennai,Tamil Nadu,Fraud,FIR005510
2023-12-26,14:04:01,Lajpat Nagar Police Station,Bengaluru,Karnataka,Fraud,FIR005511
2021-12-03,14:48:27,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Theft,FIR005512
2024-02-02,12:04:51,MG Road Police Station,Patna,Bihar,Assault,FIR005513
2022-04-27,12:32:17,MG Road Police Station,New Delhi,Delhi,Kidnapping,FIR005514
2023-01-16,17:08:29,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Robbery,FIR005515
2023-09-14,03:49:14,Sector 18 Police Station,Bengaluru,Karnataka,Murder,FIR005516
2022-03-23,02:45:51,Sector 18 Police Station,Ahmedabad,Gujarat,Assault,FIR005517
2021-10-22,23:26:13,MG Road Police Station,Kolkata,West Bengal,Theft,FIR005518
2023-12-15,03:00:32,Nungambakkam Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR005519
2023-10-06,21:25:26,Bandra Police Station,Chennai,Tamil Nadu,Murder,FIR005520
2023-06-04,19:11:33,Connaught Place Police Station,Lucknow,Uttar Pradesh,Theft,FIR005521
2023-05-28,08:14:50,Park Street Police Station,Mumbai,Maharashtra,Assault,FIR005522
2022-04-19,05:35:49,Park Street Police Station,Bengaluru,Karnataka,Murder,FIR005523
2022-10-21,19:23:32,Park Street Police Station,Kolkata,West Bengal,Assault,FIR005524
2023-09-13,13:40:24,Cantonment Police Station,Patna,Bihar,Fraud,FIR005525
2023-03-31,07:38:59,Nungambakkam Police Station,Kolkata,West Bengal,Fraud,FIR005526
2024-01-03,17:22:35,MG Road Police Station,Hyderabad,Telangana,Robbery,FIR005527
2024-03-26,13:31:59,Cantonment Police Station,Bengaluru,Karnataka,Murder,FIR005528
2024-01-07,13:51:43,Park Street Police Station,Patna,Bihar,Robbery,FIR005529
2021-03-31,22:34:30,Bandra Police Station,Kolkata,West Bengal,Murder,FIR005530
2022-04-02,18:08:09,Connaught Place Police Station,Patna,Bihar,Cyber Crime,FIR005531
2023-08-19,22:14:39,Park Street Police Station,Jaipur,Rajasthan,Kidnapping,FIR005532
2022-04-13,12:54:14,Connaught Place Police Station,Patna,Bihar,Kidnapping,FIR005533
2023-11-14,01:35:50,Park Street Police Station,Jaipur,Rajasthan,Assault,FIR005534
2023-08-23,14:56:55,Connaught Place Police Station,Hyderabad,Telangana,Kidnapping,FIR005535
2022-03-28,11:48:20,Connaught Place Police Station,Lucknow,Uttar Pradesh,Murder,FIR005536
2022-01-25,09:17:02,Cantonment Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR005537
2023-09-04,20:13:09,Cantonment Police Station,Bengaluru,Karnataka,Assault,FIR005538
2021-06-07,23:48:57,Lajpat Nagar Police Station,Hyderabad,Telangana,Kidnapping,FIR005539
2024-07-31,19:41:39,Park Street Police Station,Lucknow,Uttar Pradesh,Murder,FIR005540
2022-11-22,13:08:20,Sector 18 Police Station,Hyderabad,Telangana,Murder,FIR005541
2020-11-19,06:44:15,Cantonment Police Station,Chennai,Tamil Nadu,Assault,FIR005542
2024-05-30,12:00:37,Park Street Police Station,New Delhi,Delhi,Kidnapping,FIR005543
2022-05-08,17:06:48,MG Road Police Station,Lucknow,Uttar Pradesh,Fraud,FIR005544
2023-02-19,12:18:41,Bandra Police Station,Bengaluru,Karnataka,Assault,FIR005545
2022-06-14,02:39:36,Bandra Police Station,Hyderabad,Telangana,Murder,FIR005546
2023-10-03,20:22:16,Park Street Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR005547
2022-11-05,19:56:25,Sector 18 Police Station,New Delhi,Delhi,Fraud,FIR005548
2024-01-13,15:32:13,MG Road Police Station,Chennai,Tamil Nadu,Robbery,FIR005549
2021-02-13,21:37:35,Connaught Place Police Station,Bengaluru,Karnataka,Kidnapping,FIR005550
2022-12-16,05:27:35,Bandra Police Station,Hyderabad,Telangana,Robbery,FIR005551
2023-02-17,08:04:31,Lajpat Nagar Police Station,Jaipur,Rajasthan,Murder,FIR005552
2021-11-27,14:23:56,MG Road Police Station,Ahmedabad,Gujarat,Theft,FIR005553
2023-02-21,00:45:37,Lajpat Nagar Police Station,Patna,Bihar,Fraud,FIR005554
2022-01-28,01:11:13,Bandra Police Station,Mumbai,Maharashtra,Theft,FIR005555
2023-09-07,15:27:22,Nungambakkam Police Station,Jaipur,Rajasthan,Cyber Crime,FIR005556
2022-04-13,02:37:58,MG Road Police Station,Patna,Bihar,Assault,FIR005557
2021-11-28,06:22:19,Cantonment Police Station,Jaipur,Rajasthan,Kidnapping,FIR005558
2023-05-03,21:03:03,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Kidnapping,FIR005559
2021-08-06,01:58:09,MG Road Police Station,Jaipur,Rajasthan,Assault,FIR005560
2023-05-14,18:51:01,Lajpat Nagar Police Station,Hyderabad,Telangana,Fraud,FIR005561
2023-04-12,13:11:35,Cantonment Police Station,Ahmedabad,Gujarat,Murder,FIR005562
2022-06-02,23:59:41,Park Street Police Station,Patna,Bihar,Cyber Crime,FIR005563
2024-01-07,23:43:46,Park Street Police Station,Patna,Bihar,Robbery,FIR005564
2022-07-06,19:54:24,Sector 18 Police Station,Lucknow,Uttar Pradesh,Assault,FIR005565
2023-05-31,09:43:27,Bandra Police Station,Patna,Bihar,Robbery,FIR005566
2020-11-17,08:36:57,Cantonment Police Station,Hyderabad,Telangana,Assault,FIR005567
2020-11-20,08:41:34,Cantonment Police Station,Chennai,Tamil Nadu,Assault,FIR005568
2023-08-10,02:58:04,Bandra Police Station,Ahmedabad,Gujarat,Cyber Crime,FIR005569
2021-12-02,22:31:48,Lajpat Nagar Police Station,New Delhi,Delhi,Kidnapping,FIR005570
2023-01-17,13:13:37,Cantonment Police Station,Patna,Bihar,Fraud,FIR005571
2021-02-16,12:09:10,Park Street Police Station,Hyderabad,Telangana,Murder,FIR005572
2024-06-04,08:22:10,Connaught Place Police Station,Patna,Bihar,Theft,FIR005573
2023-02-15,10:55:15,Bandra Police Station,Kolkata,West Bengal,Assault,FIR005574
2021-06-11,10:00:52,Lajpat Nagar Police Station,Mumbai,Maharashtra,Theft,FIR005575
2023-06-10,22:37:05,Cantonment Police Station,Patna,Bihar,Robbery,FIR005576
2022-01-09,00:45:55,Lajpat Nagar Police Station,Hyderabad,Telangana,Cyber Crime,FIR005577
2024-06-28,23:34:26,Sector 18 Police Station,Lucknow,Uttar Pradesh,Robbery,FIR005578
2023-01-19,04:44:05,Bandra Police Station,Chennai,Tamil Nadu,Kidnapping,FIR005579
2021-03-31,13:44:16,Lajpat Nagar Police Station,Jaipur,Rajasthan,Cyber Crime,FIR005580
2023-03-25,05:49:57,Cantonment Police Station,Bengaluru,Karnataka,Robbery,FIR005581
2022-06-17,01:49:59,MG Road Police Station,Chennai,Tamil Nadu,Theft,FIR005582
2023-07-21,13:34:58,MG Road Police Station,Mumbai,Maharashtra,Fraud,FIR005583
2023-07-29,13:31:51,Connaught Place Police Station,Bengaluru,Karnataka,Kidnapping,FIR005584
2021-11-14,02:23:27,MG Road Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR005585
2020-11-18,00:07:25,Nungambakkam Police Station,Patna,Bihar,Theft,FIR005586
2021-07-03,04:52:21,Nungambakkam Police Station,Bengaluru,Karnataka,Fraud,FIR005587
2023-10-27,07:08:25,Connaught Place Police Station,Lucknow,Uttar Pradesh,Kidnapping,FIR005588
2022-05-27,11:01:08,Sector 18 Police Station,Kolkata,West Bengal,Cyber Crime,FIR005589
2022-10-14,15:20:24,Bandra Police Station,Kolkata,West Bengal,Robbery,FIR005590
2023-07-23,07:46:01,Bandra Police Station,New Delhi,Delhi,Kidnapping,FIR005591
2022-06-23,02:51:07,Lajpat Nagar Police Station,Hyderabad,Telangana,Cyber Crime,FIR005592
2021-09-04,18:05:55,Park Street Police Station,Jaipur,Rajasthan,Fraud,FIR005593
2024-08-15,20:36:01,Cantonment Police Station,New Delhi,Delhi,Robbery,FIR005594
2022-11-08,07:25:32,Sector 18 Police Station,Bengaluru,Karnataka,Murder,FIR005595
2022-06-30,01:51:52,Sector 18 Police Station,Bengaluru,Karnataka,Murder,FIR005596
2021-10-15,22:46:15,Connaught Place Police Station,New Delhi,Delhi,Fraud,FIR005597
2022-01-08,18:14:03,Lajpat Nagar Police Station,Ahmedabad,Gujarat,Assault,FIR005598
2020-10-01,22:08:21,Lajpat Nagar Police Station,Patna,Bihar,Assault,FIR005599
2023-02-28,17:36:49,Nungambakkam Police Station,Hyderabad,Telangana,Fraud,FIR005600
2020-12-31,23:16:32,Lajpat Nagar Police Station,Bengaluru,Karnataka,Assault,FIR005601
2023-04-17,18:09:53,Bandra Police Station,Lucknow,Uttar Pradesh,Assault,FIR005602
2023-08-15,03:10:35,Connaught Place Police Station,Hyderabad,Telangana,Robbery,FIR005603
2021-11-18,11:03:25,MG Road Police Station,Mumbai,Maharashtra,Fraud,FIR005604
2021-09-11,01:48:37,Lajpat Nagar Police Station,Hyderabad,Telangana,Assault,FIR005605
2023-08-26,23:01:18,MG Road Police Station,Kolkata,West Bengal,Assault,FIR005606
2023-01-14,08:16:56,Bandra Police Station,Kolkata,West Bengal,Theft,FIR005607
2023-03-28,23:48:17,Park Street Police Station,Chennai,Tamil Nadu,Kidnapping,FIR005608
2023-11-11,09:10:43,Lajpat Nagar Police Station,Chennai,Tamil Nadu,Fraud,FIR005609
2022-12-06,13:34:24,Bandra Police Station,Kolkata,West Bengal,Kidnapping,FIR005610
2020-10-29,12:49:02,Connaught Place Police Station,Lucknow,Uttar Pradesh,Cyber Crime,FIR005611
2021-10-25,13:38:55,Lajpat Nagar Police Station,Mumbai,Maharashtra,Robbery,FIR005612
2024-04-30,15:45:17,Connaught Place Police Station,Jaipur,Rajasthan,Fraud,FIR005613
2022-06-03,03:58:17,Nungambakkam Police Station,Hyderabad,Telangana,Murder,FIR005614
2024-03-31,14:14:29,Bandra Police Station,Bengaluru,Karnataka,Assault,FIR005615
2021-06-29,05:52:00,Cantonment Police Station,Lucknow,Uttar Pradesh,Assault,FIR005616
2024-09-03,18:35:21,Cantonment Police Station,Patna,Bihar,Cyber Crime,FIR005617
2022-07-16,10:50:36,Cantonment Police Station,New Delhi,Delhi,Murder,FIR005618
2021-04-03,06:09:09,Nungambakkam Police Station,Jaipur,Rajasthan,Assault,FIR005619
2023-07-23,04:58:41,Cantonment Police Station,Kolkata,West Bengal,Assault,FIR005620
2021-10-11,19:23:38,Lajpat Nagar Police Station,Jaipur,Rajasthan,Fraud,FIR005621
2021-01-24,13:24:43,Bandra Police Station,Jaipur,Rajasthan,Kidnapping,FIR005622
